Data,Municípios,Vacina,Grupo,Doses Aplicadas,Doses Aplicadas (D1),Doses Aplicadas (D2),Doses Aplicadas (DU),Doses Aplicadas (REF)
07/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,1,0,1,0,0
07/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,5,0,0,0,5
07/01/2022,Aquidauana,Janssen,Pessoas de 35 a 39 anos,5,0,0,0,5
07/01/2022,Aquidauana,Janssen,Pessoas de 40 a 44 anos,5,0,0,0,5
07/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,2,0,2,0,0
07/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,1,0,1,0,0
07/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,1,0,1,0,0
07/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,1,0,1,0,0
07/01/2022,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,26,0,11,0,15
07/01/2022,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,30,0,9,0,21
07/01/2022,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,33,0,7,0,26
07/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,18,0,6,0,12
07/01/2022,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,26,0,5,0,21
07/01/2022,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,23,0,0,0,23
07/01/2022,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,17,0,0,0,17
07/01/2022,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,15,0,0,0,15
07/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,13,0,0,0,13
07/01/2022,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,12,0,0,0,12
07/01/2022,Aquidauana,Pfizer,Idosos de 80 anos ou mais,6,0,0,0,6
08/01/2022,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,2,2,0,0,0
08/01/2022,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,2,2,0,0,0
08/01/2022,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,2,2,0,0,0
08/01/2022,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,1,1,0,0,0
08/01/2022,Aquidauana,Janssen,Pessoas de 25 a 29 anos,2,0,0,0,2
08/01/2022,Aquidauana,Janssen,Pessoas de 45 a 49 anos,2,0,0,0,2
08/01/2022,Aquidauana,Janssen,Pessoas de 18 a 19 anos,1,0,0,0,1
08/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,6,0,1,0,5
08/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,4,0,1,0,3
08/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,1,0,1,0,0
08/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,8,0,0,0,8
08/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,7,0,0,0,7
08/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 60 a 64 anos,2,0,0,0,2
08/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 75 a 79 anos,2,0,0,0,2
08/01/2022,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,2,0,2,0,0
08/01/2022,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,1,0,1,0,0
08/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,12,0,0,0,12
08/01/2022,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,11,0,0,0,11
08/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,9,0,0,0,9
08/01/2022,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,8,0,0,0,8
08/01/2022,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,8,0,0,0,8
08/01/2022,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,7,0,0,0,7
08/01/2022,Aquidauana,Pfizer,Idosos de 80 anos ou mais,5,0,0,0,5
08/01/2022,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,5,0,0,0,5
08/01/2022,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,4,0,0,0,4
08/01/2022,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,3,0,0,0,3
09/01/2022,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,13,2,11,0,0
09/01/2022,Aquidauana,CoronaVac/Butantan,Idosos de 80 anos ou mais,1,1,0,0,0
09/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 18 a 19 anos,1,1,0,0,0
09/01/2022,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,4,1,3,0,0
09/01/2022,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,3,1,2,0,0
09/01/2022,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,1,1,0,0,0
09/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,3,0,3,0,0
09/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,2,0,2,0,0
09/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,2,0,2,0,0
09/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,1,0,1,0,0
09/01/2022,Aquidauana,Janssen,Pessoas de 40 a 44 anos,4,0,0,0,4
09/01/2022,Aquidauana,Janssen,Pessoas de 45 a 49 anos,3,0,0,0,3
09/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,2,0,0,0,2
09/01/2022,Aquidauana,Janssen,Pessoas de 35 a 39 anos,1,0,0,0,1
09/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,6,0,2,0,4
09/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,12,0,1,0,11
09/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,10,0,1,0,9
09/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 20 a 24 anos,1,0,1,0,0
09/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,3,0,0,0,3
09/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,3,0,0,0,3
09/01/2022,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,15,0,8,0,7
09/01/2022,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,3,0,3,0,0
09/01/2022,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,2,0,2,0,0
09/01/2022,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,2,0,2,0,0
09/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,15,0,0,0,15
09/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,14,0,0,0,14
09/01/2022,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,12,0,0,0,12
09/01/2022,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,11,0,0,0,11
09/01/2022,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,9,0,0,0,9
09/01/2022,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,9,0,0,0,9
09/01/2022,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,8,0,0,0,8
09/01/2022,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,5,0,0,0,5
09/01/2022,Aquidauana,Pfizer,Trabalhadores de Saúde,5,0,0,0,5
09/01/2022,Aquidauana,Pfizer,Idosos de 80 anos ou mais,3,0,0,0,3
10/01/2022,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,12,2,10,0,0
10/01/2022,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,2,2,0,0,0
10/01/2022,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,2,2,0,0,0
10/01/2022,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,2,2,0,0,0
10/01/2022,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,2,2,0,0,0
10/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,3,1,2,0,0
10/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,3,1,2,0,0
10/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,2,0,2,0,0
10/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,2,0,2,0,0
10/01/2022,Aquidauana,Janssen,Pessoas de 40 a 44 anos,3,0,0,0,3
10/01/2022,Aquidauana,Janssen,Pessoas de 20 a 24 anos,2,0,0,0,2
10/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,2,0,0,0,2
10/01/2022,Aquidauana,Janssen,Pessoas de 35 a 39 anos,2,0,0,0,2
10/01/2022,Aquidauana,Janssen,Pessoas de 45 a 49 anos,1,0,0,0,1
10/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,2,0,2,0,0
10/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 75 a 79 anos,2,0,2,0,0
10/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,1,0,1,0,0
10/01/2022,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,3,0,3,0,0
10/01/2022,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,30,0,2,0,28
10/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,28,0,2,0,26
10/01/2022,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,12,0,2,0,10
10/01/2022,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,2,0,2,0,0
10/01/2022,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,2,0,2,0,0
10/01/2022,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,2,0,2,0,0
10/01/2022,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,21,0,0,0,21
10/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,15,0,0,0,15
11/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,4,2,2,0,0
11/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,2,2,0,0,0
11/01/2022,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,6,2,4,0,0
11/01/2022,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,4,2,2,0,0
11/01/2022,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,4,2,2,0,0
11/01/2022,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,4,2,2,0,0
11/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,2,1,1,0,0
11/01/2022,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,3,1,2,0,0
11/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,2,0,2,0,0
11/01/2022,Aquidauana,Janssen,Pessoas de 35 a 39 anos,5,0,0,0,5
11/01/2022,Aquidauana,Janssen,Pessoas de 40 a 44 anos,3,0,0,0,3
11/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,2,0,0,0,2
11/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,2,0,2,0,0
11/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,2,0,2,0,0
11/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,1,0,1,0,0
11/01/2022,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,26,0,7,0,19
11/01/2022,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,5,0,5,0,0
11/01/2022,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,29,0,4,0,25
11/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,21,0,0,0,21
11/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,14,0,0,0,14
11/01/2022,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,11,0,0,0,11
11/01/2022,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,10,0,0,0,10
11/01/2022,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,9,0,0,0,9
11/01/2022,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,5,0,0,0,5
12/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 60 a 64 anos,2,2,0,0,0
12/01/2022,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,2,2,0,0,0
12/01/2022,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,2,2,0,0,0
12/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 70 a 74 anos,4,1,3,0,0
12/01/2022,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,4,1,3,0,0
12/01/2022,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,2,1,1,0,0
12/01/2022,Aquidauana,CoronaVac/Butantan,Idosos de 80 anos ou mais,2,0,2,0,0
12/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 75 a 79 anos,2,0,2,0,0
12/01/2022,Aquidauana,Janssen,Pessoas de 18 a 19 anos,5,0,0,0,5
12/01/2022,Aquidauana,Janssen,Pessoas de 25 a 29 anos,5,0,0,0,5
12/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,5,0,0,0,5
12/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,2,0,2,0,0
12/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,2,0,2,0,0
12/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,1,0,1,0,0
12/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,10,0,5,0,5
12/01/2022,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,5,0,5,0,0
12/01/2022,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,5,0,5,0,0
12/01/2022,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,3,0,3,0,0
12/01/2022,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,12,0,2,0,10
12/01/2022,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,2,0,2,0,0
12/01/2022,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,20,0,0,0,20
12/01/2022,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,20,0,0,0,20
12/01/2022,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,15,0,0,0,15
12/01/2022,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,10,0,0,0,10
12/01/2022,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,10,0,0,0,10
12/01/2022,Aquidauana,Pfizer,Idosos de 80 anos ou mais,5,0,0,0,5
12/01/2022,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,5,0,0,0,5
13/01/2022,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,5,5,0,0,0
13/01/2022,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,13,2,11,0,0
13/01/2022,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,12,2,10,0,0
13/01/2022,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,3,2,1,0,0
13/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,3,1,2,0,0
13/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,2,1,1,0,0
13/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 20 a 24 anos,1,1,0,0,0
13/01/2022,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,21,1,5,0,15
13/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,2,0,2,0,0
13/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,2,0,2,0,0
13/01/2022,Aquidauana,Janssen,Pessoas de 18 a 19 anos,4,0,0,0,4
13/01/2022,Aquidauana,Janssen,Pessoas de 35 a 39 anos,4,0,0,0,4
13/01/2022,Aquidauana,Janssen,Pessoas de 20 a 24 anos,2,0,0,0,2
13/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,2,0,0,0,2
13/01/2022,Aquidauana,Janssen,Pessoas de 40 a 44 anos,2,0,0,0,2
13/01/2022,Aquidauana,Janssen,Pessoas de 50 a 54 anos,1,0,0,0,1
13/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,2,0,2,0,0
13/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,2,0,2,0,0
13/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,1,0,1,0,0
13/01/2022,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,23,0,2,0,21
13/01/2022,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,2,0,2,0,0
13/01/2022,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,1,0,1,0,0
13/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,32,0,0,0,32
13/01/2022,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,12,0,0,0,12
13/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,11,0,0,0,11
13/01/2022,Aquidauana,Pfizer,Idosos de 80 anos ou mais,9,0,0,0,9
13/01/2022,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,9,0,0,0,9
13/01/2022,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,9,0,0,0,9
13/01/2022,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,8,0,0,0,8
13/01/2022,Aquidauana,Pfizer,Pessoas de 70 a 74 anos,8,0,0,0,8
14/01/2022,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,22,5,0,0,17
14/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 25 a 29 anos,2,2,0,0,0
14/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,2,2,0,0,0
14/01/2022,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,7,2,5,0,0
14/01/2022,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,5,2,3,0,0
14/01/2022,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,4,2,2,0,0
14/01/2022,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,11,2,0,0,9
14/01/2022,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,2,2,0,0,0
14/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,2,1,1,0,0
14/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,1,1,0,0,0
14/01/2022,Aquidauana,Pfizer,5 a 11 anos,1,1,0,0,0
14/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,2,0,2,0,0
14/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,1,0,1,0,0
14/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,5,0,0,0,5
14/01/2022,Aquidauana,Janssen,Pessoas de 40 a 44 anos,5,0,0,0,5
14/01/2022,Aquidauana,Janssen,Pessoas de 35 a 39 anos,3,0,0,0,3
14/01/2022,Aquidauana,Janssen,Pessoas de 25 a 29 anos,2,0,0,0,2
14/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 25 a 29 anos,2,0,2,0,0
14/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,2,0,2,0,0
14/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,1,0,1,0,0
14/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,25,0,11,0,14
14/01/2022,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,6,0,6,0,0
14/01/2022,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,28,0,5,0,23
14/01/2022,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,5,0,5,0,0
14/01/2022,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,28,0,4,0,24
14/01/2022,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,21,0,0,0,21
14/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,9,0,0,0,9
15/01/2022,Aquidauana,Pfizer,5 a 11 anos,100,100,0,0,0
15/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,1,1,0,0,0
15/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,1,1,0,0,0
15/01/2022,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,19,1,2,0,16
15/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,2,0,2,0,0
15/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,1,0,1,0,0
15/01/2022,Aquidauana,Janssen,Pessoas de 45 a 49 anos,5,0,0,0,5
15/01/2022,Aquidauana,Janssen,Pessoas de 35 a 39 anos,4,0,0,0,4
15/01/2022,Aquidauana,Janssen,Pessoas de 20 a 24 anos,2,0,0,0,2
15/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,2,0,0,0,2
15/01/2022,Aquidauana,Janssen,Pessoas de 18 a 19 anos,1,0,0,0,1
15/01/2022,Aquidauana,Janssen,Pessoas de 40 a 44 anos,1,0,0,0,1
15/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,14,0,2,0,12
15/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 55 a 59 anos,6,0,2,0,4
15/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,5,0,2,0,3
15/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,9,0,0,0,9
15/01/2022,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,2,0,2,0,0
15/01/2022,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,1,0,1,0,0
15/01/2022,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,1,0,1,0,0
15/01/2022,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,12,0,0,0,12
15/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,8,0,0,0,8
15/01/2022,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,8,0,0,0,8
15/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,7,0,0,0,7
15/01/2022,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,6,0,0,0,6
16/01/2022,Aquidauana,Pfizer,5 a 11 anos,50,50,0,0,0
16/01/2022,Aquidauana,Pfizer,Adolescente de 14 Anos Sem Comorbidades,3,1,2,0,0
16/01/2022,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,2,1,1,0,0
16/01/2022,Aquidauana,Pfizer,Adolescente de 12 Anos Sem Comorbidades,1,1,0,0,0
16/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 30 a 34 anos,1,0,1,0,0
16/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 35 a 39 anos,1,0,1,0,0
16/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,1,0,1,0,0
16/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 45 a 49 anos,1,0,1,0,0
16/01/2022,Aquidauana,Janssen,Pessoas de 25 a 29 anos,3,0,0,0,3
16/01/2022,Aquidauana,Janssen,Pessoas de 35 a 39 anos,3,0,0,0,3
16/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,2,0,0,0,2
16/01/2022,Aquidauana,Janssen,Pessoas de 40 a 44 anos,2,0,0,0,2
16/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,6,0,1,0,5
16/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,4,0,1,0,3
16/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,3,0,1,0,2
16/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,1,0,1,0,0
16/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,2,0,0,0,2
16/01/2022,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,2,0,2,0,0
16/01/2022,Aquidauana,Pfizer,Pessoas de 55 a 59 anos,20,0,0,0,20
16/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,15,0,0,0,15
16/01/2022,Aquidauana,Pfizer,Pessoas de 45 a 49 anos,14,0,0,0,14
16/01/2022,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,10,0,0,0,10
16/01/2022,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,9,0,0,0,9
16/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,8,0,0,0,8
16/01/2022,Aquidauana,Pfizer,Pessoas de 75 a 79 anos,3,0,0,0,3
17/01/2022,Aquidauana,Pfizer,5 a 11 anos,10,10,0,0,0
17/01/2022,Aquidauana,Pfizer,Adolescente de 13 Anos Sem Comorbidades,2,2,0,0,0
17/01/2022,Aquidauana,Pfizer,Pessoas de 20 a 24 anos,2,2,0,0,0
17/01/2022,Aquidauana,Pfizer,Adolescente de 15 Anos Sem Comorbidades,2,1,1,0,0
17/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 55 a 59 anos,2,0,2,0,0
17/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 40 a 44 anos,1,0,1,0,0
17/01/2022,Aquidauana,CoronaVac/Butantan,Pessoas de 50 a 54 anos,1,0,1,0,0
17/01/2022,Aquidauana,Janssen,Pessoas de 30 a 34 anos,2,0,0,0,2
17/01/2022,Aquidauana,Janssen,Pessoas de 40 a 44 anos,2,0,0,0,2
17/01/2022,Aquidauana,Janssen,Pessoas de 35 a 39 anos,1,0,0,0,1
17/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 50 a 54 anos,2,0,2,0,0
17/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 35 a 39 anos,5,0,0,0,5
17/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 40 a 44 anos,2,0,0,0,2
17/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 45 a 49 anos,2,0,0,0,2
17/01/2022,Aquidauana,Oxford/Fiocruz,Pessoas de 30 a 34 anos,1,0,0,0,1
17/01/2022,Aquidauana,Pfizer,Pessoas de 50 a 54 anos,27,0,2,0,25
17/01/2022,Aquidauana,Pfizer,Pessoas de 30 a 34 anos,13,0,2,0,11
17/01/2022,Aquidauana,Pfizer,Adolescente de 16 Anos Sem Comorbidades,2,0,2,0,0
17/01/2022,Aquidauana,Pfizer,Adolescente de 17 Anos Sem Comorbidades,2,0,2,0,0
17/01/2022,Aquidauana,Pfizer,Pessoas de 18 a 19 anos,2,0,2,0,0
17/01/2022,Aquidauana,Pfizer,Pessoas de 25 a 29 anos,2,0,2,0,0
17/01/2022,Aquidauana,Pfizer,Pessoas de 35 a 39 anos,15,0,1,0,14
17/01/2022,Aquidauana,Pfizer,Pessoas de 40 a 44 anos,23,0,0,0,23
17/01/2022,Aquidauana,Pfizer,Pessoas de 60 a 64 anos,21,0,0,0,21
17/01/2022,Aquidauana,Pfizer,Pessoas de 65 a 69 anos,19,0,0,0,19
